"","datetime","city","country","shape"
"18576",2007-01-20,"north vancouver (canada)","ca","flash"
"73005",2013-08-13,"san diego","us","formation"
"1029",2011-10-01,"tenino","us","light"
"9496",2013-11-01,"mechanicsburg","us","light"
"61758",2010-07-01,"berkley","us","light"
"78790",2005-08-03,"grayson","us","light"
"43267",2000-04-25,"wood dale","us","other"
"46040",1973-05-01,"rockville","us","other"
"76737",2004-08-24,"melbourne (vic&#44 australia)","au","light"
"17743",2003-11-08,"newington","us","other"
"60584",2005-06-09,"melbourne (vic&#44 australia)","au","circle"
"70170",2012-07-06,"bristol","us","circle"
"63434",2004-07-15,"honesdale","us","diamond"
"75591",2012-08-20,"warrenton","us","light"
"79984",2013-08-07,"woodbury","us","triangle"
"28288",2014-01-09,"dumont dune national park","","other"
"40507",2008-04-13,"roswell","","oval"
"65488",2013-07-02,"cocoa beach","us","triangle"
"5544",2000-10-28,"fairview","us","changing"
"34637",2010-03-13,"medway","us","circle"
"44453",2012-04-03,"columbus","us","cylinder"
"53369",2003-06-12,"kenna","us","egg"
"49296",2005-05-26,"j&otilde;geva (estonia)","","fireball"
"19429",2009-01-21,"pueblo","us","sphere"
"86255",1976-09-27,"st. paul","us","unknown"
"63061",1987-07-15,"san juan capistrano","us","light"
"22479",2010-12-24,"reno","us","light"
"31085",1999-02-22,"new york city","us","light"
"1343",1973-10-13,"weldon","us","oval"
"11575",2006-11-18,"park rapids","us","triangle"
"65367",2006-07-02,"ashland","us","disk"
"17809",2006-11-08,"wichita falls","us","light"
"24475",2010-01-23,"lake tapps","","circle"
"86880",2012-09-29,"temperance","us","formation"
"79623",2010-08-06,"chillicothe","us","light"
"18776",2005-12-10,"phoenix","us","other"
"18722",1997-12-10,"australia","","triangle"
"74160",1995-08-16,"aurora","us","triangle"
"14",1970-10-10,"manchester","us","unknown"
"53176",2008-06-01,"coldwater","us","cigar"
"77148",2012-08-25,"vancouver","us","fireball"
"2382",2008-10-15,"shelbyville","us","disk"
"51006",2012-05-06,"washington&#44 d.c.","","sphere"
"85872",2004-09-25,"chicago","us","circle"
"12605",2013-01-01,"pittsburgh","us","circle"
"1914",1969-10-15,"exeter (near)","us","cigar"
"7386",2004-10-06,"oak lawn","us","disk"
"33874",2011-03-11,"comfort","us","triangle"
"58321",2009-06-29,"las vegas","us","disk"
"32883",2007-02-06,"laconia","us","disk"
"48841",2007-05-23,"kelowna (canada)","ca","other"
"43679",2008-04-27,"harrington","us","light"
"14481",2004-11-26,"gifford national forest","",""
"68558",2000-07-04,"west des moines","us","circle"
"20248",1998-12-15,"orlando (disney world resort)","us","unknown"
"75278",1988-08-20,"new york city (bronx)","us","sphere"
"64277",2005-07-18,"concord","us","triangle"
"17692",2002-11-08,"houston","us",""
"80707",NA,"upshire essex (uk/england)","","circle"
"40138",2008-04-01,"clark","us","disk"
"80577",1995-09-10,"quebec (canada)","ca","light"
"54870",2009-06-15,"clark","","other"
"66606",2005-07-26,"discovery shuttle launch site","","unknown"
"66497",1970-07-26,"cottonwood (30 min.west of sedona)","us","cylinder"
"4034",2005-10-02,"edina","us","formation"
"87568",2005-09-04,"redwood city","us","circle"
"86555",2006-09-28,"winter hill (near bolton)) (uk/england)","","diamond"
"17291",2002-11-07,"grand isle","us","oval"
"50669",2002-05-05,"","",""
"19870",2006-12-13,"florence","us","light"
"16937",2004-11-06,"mankato","us","fireball"
"61488",1990-07-01,"whitehouse station","us","unknown"
"52023",NA,"homaland","","circle"
"88149",1967-09-07,"dublin (republic of ireland)","","circle"
"63386",2003-07-15,"el cajon","us","disk"
"56568",2012-06-02,"phoenixville","us","light"
"59657",2004-06-05,"bloomer","us","light"
"74147",1980-08-16,"pine springs","us","light"
"74529",2007-08-17,"ostrander","us","sphere"
"60072",2013-06-06,"grantsburg","us","unknown"
"74501",2004-08-17,"scituate","us","unknown"
"81132",2013-09-11,"auburn","us","unknown"
"57411",1999-06-25,"huntsville","us","oval"
"83502",2012-09-17,"fountain valley","us","unknown"
"22144",1998-12-23,"miami","us","circle"
"80540",2013-08-09,"guelph (canada)","ca","circle"
"53468",2012-06-12,"spring creek","us","sphere"
"36700",2011-03-22,"shaver lake","us","triangle"
"84557",2006-09-21,"brighton","us","formation"
"63378",2003-07-15,"burien","us","cylinder"
"64186",1982-07-18,"mountian view","","cylinder"
"30285",2013-02-18,"spokane county","us","fireball"
"48337",2006-05-21,"phoenix","us","fireball"
"21494",1969-12-21,"la serena (chile)","","light"
"24549",2013-12-03,"burtonsville","us","light"
"38454",2001-03-04,"wexford town (republic of ireland)","","light"
"48389",2011-05-21,"lakeville","us","light"
"69754",2003-07-05,"clive","us","teardrop"
"30832",2014-02-21,"monrovia","us","unknown"
"59531",2011-06-04,"federal way","us","flash"
"81038",2009-09-11,"burbank","us","formation"
"60714",1968-07-10,"quantico marine base","","cigar"
"8988",1980-11-01,"rochester","us","oval"
"65938",2012-07-23,"chantilly","us","other"
"23529",2008-12-29,"aurora","us","triangle"
"29432",2012-02-14,"provo","us","fireball"
"1461",2006-10-13,"trout lake","us","unknown"
"37301",2004-03-26,"hickman","us","unknown"
"61898",1993-07-12,"niagara falls","us","formation"
"71273",2003-08-10,"albuquerque","us","unknown"
"38848",2007-03-06,"albuquerque","us","circle"
"60310",1998-06-08,"newport","us","light"
"68801",2008-07-04,"excelsior","us","light"
"87336",2006-09-03,"mars hill","us","other"
"87357",2008-09-03,"rockwood (somerset)","us","other"
"25705",2002-12-07,"booneville","us","unknown"
"75483",2007-08-20,"russellville","us",""
"80573",1995-09-10,"nixon","us","disk"
"15042",2013-11-28,"canton","us","light"
"75207",2012-08-19,"huber heights","us","sphere"
"22289",2012-12-23,"madison","us","triangle"
"84024",2009-09-19,"orwell","us","unknown"
"53718",1995-06-14,"ann arbor","us",""
"9252",2005-01-11,"muskego","us","flash"
"69739",2003-07-05,"ithaca","us","light"
"23295",2004-12-28,"phoenixville","us","triangle"
"31156",2007-02-22,"greenville","us","triangle"
"18550",2005-01-20,"crowborough&#44 east sussex (uk/england)","","other"
"71544",2002-08-11,"stanwood","us","light"
"47505",2013-05-16,"kihei","us","fireball"
"86853",2011-09-29,"duluth","us","cylinder"
"47264",2007-05-15,"edwardsville","us","triangle"
"1868",1951-10-15,"jacksonville","us","disk"
"72737",1995-08-13,"putman","",""
"27069",2009-01-03,"gainesville","us","light"
"46940",1969-05-15,"dallas","us","light"
"34490",1997-03-13,"ottawa (canada)","ca","light"
"34492",1997-03-13,"tucson","us","light"
"74957",1997-08-19,"south normanton&#44 derbys (uk/england)","","changing"
"43680",2009-04-27,"rome","us","circle"
"55845",1961-06-20,"webster groves","us","circle"
"64736",1991-07-20,"alamo","us","circle"
"80023",1968-08-08,"cherry hill","us","disk"
"45884",2004-05-11,"bowling green","us","fireball"
"10129",2005-11-14,"mechanicsburg","us","light"
"32956",2012-02-06,"layton","us","light"
"55563",2011-06-18,"singapore","","light"
"15465",1999-01-13,"edwardsville","us","other"
"53796",2006-06-14,"davenport","us","oval"
"60862",2005-07-10,"martins ferry","us","sphere"
"72276",NA,"morgan&#39s hill (uk/england)","",""
"86931",2013-09-29,"como","us","changing"
"19973",2013-12-13,"hartford","us","circle"
"77692",1997-08-28,"hot springs","us","circle"
"891",2006-10-01,"orchards","us","fireball"
"63763",2004-07-16,"granby","us","sphere"
"76131",2013-08-02,"liverpool","us","sphere"
"22471",2009-12-24,"glasgow (uk/scotland)","gb","triangle"
"43387",2013-04-25,"cherry grove","","triangle"
"6993",2007-10-04,"otis","us","unknown"
"87796",2004-09-05,"johnson city","us","fireball"
"54747",2003-06-15,"folkestone (germany)","","unknown"
"8795",2004-11-11,"quebec (canada)","ca","egg"
"9928",2009-11-13,"apopka","us","light"
"29130",2004-02-13,"yadkinville","us","sphere"
"30218",2006-02-18,"lumberton","us","formation"
"52681",NA,"chicago (near)","us","formation"
"9991",2013-11-13,"florham park","us","light"
"40420",1992-04-13,"ely","us","light"
"50201",2010-05-31,"thousand oaks","us","circle"
"79255",2000-08-05,"phoenix","us","circle"
"79259",2000-08-05,"fontana","us","circle"
"79277",2002-08-05,"st. simons island","us","circle"
"71211",2000-08-10,"abilene and ft. worth (interstate 20 east between)","","cone"
"59272",2000-06-03,"gladstone","us","light"
"61370",1975-07-01,"sandy springs/pendleton","","light"
"30701",1998-02-21,"north america&#44 bermuda","","formation"
"16493",2004-01-15,"barstow","us",""
"85764",2013-09-24,"hazen","us","cigar"
"70548",2010-07-07,"kearney","us","light"
"587",1976-10-01,"thonotosassa","us","disk"
"70283",1969-07-07,"brainerd","us","triangle"
"58184",2011-06-28,"miami township","","sphere"
"33186",2002-02-08,"leipsic","us","light"
"76352",2011-08-22,"conway","us","triangle"
"53824",2008-06-14,"batesville","us","circle"
"24666",2003-01-24,"winnipeg (canada)","ca","unknown"
"77643",2012-08-27,"timmins (near) (canada)","ca","fireball"
"27797",2004-01-07,"hamilton (canada)","ca","disk"
"88840",2012-09-09,"wilson","us","light"
"68453",1997-07-04,"st. charles","us","light"
"41721",2007-04-18,"brisbane (australia)","au","circle"
"8675",2013-11-10,"seymour","us","light"
"54632",2000-06-15,"vancouver (canada)","ca","triangle"
"57438",2001-06-25,"sarasota","us","triangle"
"83648",2007-09-18,"portland","us","light"
"24882",2012-12-04,"morrison","us","unknown"
"20724",2006-12-17,"ft. drum/okeechobee","","disk"
"38374",2011-03-03,"blanchester","us",""
"74025",2009-08-15,"guelph (canada)","ca","fireball"
"13959",2009-11-23,"o&#39fallon","us","light"
"44643",2012-04-04,"concord","us","light"
"48863",2009-05-23,"shelton","us","light"
"51433",2006-05-09,"yuba city","us","light"
"4551",2011-10-23,"fort collins/loveland","","other"
"86547",2006-09-28,"shoreline","us","other"
"1896",1967-10-15,"birmingham","us","oval"
"55397",1995-06-18,"croton falls","us","oval"
"51692",2006-06-10,"ipswich (uk/england)","gb","triangle"
"82563",1974-09-15,"hattiesburg","us","triangle"
"34404",2014-03-12,"southfield","us","unknown"
"1282",2012-10-12,"tucson","us","chevron"
"86429",2013-09-27,"shaker heights","us","circle"
"83920",2008-09-19,"lee&#39s summit","","sphere"
"35587",2007-03-17,"coventry (uk/england)","gb","changing"
"55410",1999-06-18,"grand canyon","","cigar"
"7237",2011-10-05,"oakville","us",""
"34972",1992-03-15,"boonesboro","","cigar"
"57812",2012-06-26,"detroit","us","diamond"
"35600",2009-03-17,"grand rapids","us","disk"
"28200",2007-01-09,"pontiac","us","sphere"
"20989",2000-12-19,"orlando","us","triangle"
"43009",2013-04-23,"chesaprake","","sphere"
"55888",1983-06-20,"balderton newark on trent&#44 nottinghamshire (uk/england)","","other"
"76006",2005-08-02,"international space shuttle","","sphere"
"69023",2010-07-04,"kingston","us","light"
"70288",1973-07-07,"odessa","us","disk"
"53819",2008-06-14,"attica","us","circle"
"56232",1999-06-21,"gatineau (canada)","ca","circle"
"51987",1944-06-01,"los alamos","us","disk"
"2308",2004-10-15,"mckenzie bridge","us","flash"
"37866",2013-03-29,"jacksonville beach","us","light"
"41817",2014-04-18,"bellingham","us","light"
"62832",1966-07-15,"centerville","us","light"
"84937",2012-09-02,"east hartford","us","light"
"28494",2000-02-11,"sotira","","other"
"34137",2011-03-01,"new york city (manhattan)","us","other"
"44474",2014-04-03,"franklin","us","other"
"74740",2003-08-18,"airdrie (canada)","ca","other"
"5216",2007-10-26,"duluth","us","oval"
"17470",2008-11-07,"arcadia","us","sphere"
"49161",2009-05-25,"mesa","us","sphere"
"27644",2011-01-06,"murrieta/wildomar","","triangle"
"56230",1999-06-21,"nicholasville","us","triangle"
"85003",1974-09-22,"jamul (east of)","us","fireball"
"30497",1996-02-20,"benicia","us","changing"
"32394",2008-02-03,"madison","us","chevron"
"8721",1989-11-11,"saskatoon (canada)","ca","cigar"
"8989",1980-01-11,"wichita","us","cigar"
"13331",2007-11-02,"ely","us","cigar"
"37289",2001-03-26,"san bernardino co. (i-15&#44 oak hill road exit)","","cone"
"88247",2005-09-07,"big sur","us","diamond"
"49974",2004-05-30,"chicopee","us","disk"
"22253",2010-12-23,"manteno","us","egg"
"66921",2011-07-27,"coram","us","light"
"16790",2013-01-15,"loris","us","other"
"72416",2001-08-12,"victoria (canada)","ca","oval"
"27357",1995-01-05,"evart","us","unknown"
"56643",2001-06-22,"rockport","us","unknown"
"68270",2011-07-03,"whitehall","us","light"
"17191",2013-11-06,"desert center","us","light"
"49010",2009-05-24,"chilliwack (canada)","ca","triangle"
"49012",2010-05-24,"holiday hills","us","triangle"
"49024",2011-05-24,"san leandro","us","triangle"
"49038",2012-05-24,"logan","us","triangle"
"49049",2013-05-24,"midlothian","us","triangle"
"49075",1997-05-25,"syracuse","us","triangle"
"55732",2007-06-19,"kentwood","us","circle"
"22382",2001-12-24,"vancouver","us","light"
"15132",2005-11-29,"sheffield (uk/england)","gb","other"
"10191",2009-11-14,"springboro","us","oval"
"2126",1997-10-15,"bladen","us","sphere"
"21565",2007-12-21,"el centro","us","unknown"
"5285",2012-10-26,"eagle river","us","light"
"56747",2009-06-22,"lakeville","us","flash"
"48825",2006-05-23,"shady spring","us","changing"
"43310",2005-04-25,"whitecourt (canada)","ca","flash"
"46749",1995-05-14,"dayton","us",""
"50772",2011-05-05,"ovalo","us","oval"
"80873",1999-09-11,"brownwood (rural area surrounding)","us","disk"
"4587",2012-10-23,"seminole","us","oval"
"57410",1999-06-25,"ottawa (canada)","ca","sphere"
"27002",2006-01-03,"west olive","","unknown"
"59295",2002-06-03,"littleton","us","changing"
"83318",2000-09-17,"cleveland","us","cigar"
"6872",1981-10-04,"columbus","us","disk"
"75423",2004-08-20,"bellevue","us","formation"
"48596",1999-05-22,"columbia","us","light"
"64868",2004-07-20,"orofino","us","light"
"67878",2008-07-31,"mosinee","us","light"
"4832",2012-10-24,"myrtle beach","us","unknown"
"75869",2012-08-21,"north bend","us","egg"
"37526",2012-03-27,"hudson","us","rectangle"
"72255",2010-08-01,"arkansas (while driving)","","triangle"
"9311",2007-11-01,"pleasanton","us","disk"
"318",1995-10-11,"new york city (brooklyn)","us",""
"32948",2012-02-06,"dennis/yarmouth/barnstable","","chevron"
"37731",1999-03-29,"jenkins","us","chevron"
"44568",2006-04-04,"salford (uk/england)","gb","cigar"
"24890",2013-01-24,"rocky mount","us","circle"
"51994",1947-06-01,"espanola (outside of)","us","circle"
"54958",2013-06-15,"whiting","us","circle"
"56974",2006-06-23,"neptune beach","us","circle"
"77460",2001-08-27,"fairbanks","us","circle"
"86091",2004-09-26,"fairview","us","cylinder"
"25848",2009-12-07,"smiths station","us","diamond"
"31965",2001-02-27,"becket","us","disk"
"38333",2007-03-03,"boynton beach","us","disk"
"49674",2008-05-28,"dallas","us","disk"
"59949",2006-06-06,"sonora","us","disk"
"60179",2006-06-07,"brick","","disk"
"5258",2010-10-26,"morgan city","us","fireball"
"87613",2009-09-04,"seven hills","us","fireball"
"14119",2006-11-24,"london (uk/england)","gb","flash"
"50219",2012-05-31,"calgary (calgary)","","flash"
"75956",2001-08-02,"toronto (canada)","ca","flash"
"15071",1996-11-29,"sedona","us","light"
"18908",2013-12-10,"belton","us","light"
"24611",1998-12-04,"stanford","us","light"
"33881",2012-03-11,"schaghticoke","us","light"
"40063",2002-04-01,"lincoln county","us","light"
"50396",2013-05-03,"elverson","us","light"
"58357",2011-06-29,"modesto","us","light"
"58411",2013-06-29,"edmonds","us","light"
"80050",1990-08-08,"st. marys&#44 nsw  (australia)","","light"
"83958",2009-09-19,"sanford","us","light"
"88052",2005-09-06,"waco","us","light"
"88056",2005-09-06,"hedgesville","us","light"
"6792",2009-10-03,"mill valley","us","other"
"15494",2001-11-03,"columbia","us","other"
"18738",1999-12-10,"sherman oaks","us","other"
"19998",1993-12-14,"lake park","us","other"
"70945",2005-07-09,"fort wayne","us","other"
"87671",2011-09-04,"ashford hollow","us","other"
"402",2005-10-11,"little ferry","us","oval"
"15092",2002-11-29,"reading","us","oval"
"42164",2009-04-20,"alpharetta","us","rectangle"
"54670",2001-06-15,"linden","us","rectangle"
"68950",2010-07-04,"garrison","us","rectangle"
"5053",2011-10-25,"brighton (canada)","ca","sphere"
"50359",2011-05-03,"redwood city","us","sphere"
"83243",2011-09-16,"macinaw","","sphere"
"2846",2007-10-17,"clinton","us","triangle"
"63638",2012-07-15,"gettysburg","us","triangle"
"16036",2007-01-14,"walnut creek","us","unknown"
"20567",2006-12-16,"knoxville","us","unknown"
"32059",2012-02-27,"warsaw (poland)","","unknown"
"42572",2010-04-02,"gallatin","us","unknown"
"43311",2005-04-25,"mecca","us","unknown"
"23904",2007-12-31,"antioch","us","circle"
"31488",2002-02-24,"washington township","",""
"30781",2009-02-21,"astoria","us","light"
"74210",2002-08-16,"moclips","","light"
"28912",1998-02-12,"snohomish","us","oval"
"65144",2007-07-21,"canton","us","sphere"
"4287",2009-10-22,"houston","us","other"
"47913",2007-05-19,"toronto (canada)","ca","circle"
"56234",1999-06-21,"melbourne (vic&#44 australia)","au","disk"
"48722",2011-05-22,"manteno","us","fireball"
"5594",2004-10-28,"lafayette","us","formation"
"774",2002-10-01,"monroe","us","light"
"21826",2008-01-22,"cuenca (ecuador)","","light"
"22501",2011-12-24,"olney","us","light"
"65303",1999-07-02,"grand rapids","us","light"
"78753",2002-08-03,"sullivan","us","light"
"83962",2009-09-19,"putney","us","light"
"19652",2007-12-12,"los angeles","us","oval"
"73033",1966-08-14,"renton","us","oval"
"47362",2013-05-15,"santa fe","us","unknown"
"37766",2003-03-29,"iliamna","","cylinder"
"61565",1997-07-01,"kilgore","us","circle"
"2839",2006-10-17,"talent","us","light"
"54784",2005-06-15,"new york city (brooklyn)","us","unknown"
"86989",2000-09-30,"globe","us","circle"
"28066",2010-01-08,"kapolei","","light"
"6491",2005-10-31,"fort fisher","","circle"
"43530",2012-04-26,"monroeville","us","circle"
